Product Code,Cat 1,Cat 2,Cat 3,Item,Sub Category,Range/Brand,Length cm (approx),Height cm (approx),Width cm (approx),Depth cm (approx),Size (all sizes are approximate),Fabric,Colour,Web product Name,Product Description,User Tags,image name 1 (same as sku),image name 2 (same as sku),image name 3 (same as sku),Image name 4 (same as sku),Cost Price (ex VAT,Mark up %,Selling Price (ex VAT),Returns & Delivery
,Living Room,,,Sofa,Sofas,Riga,,94,105,94,,Polyester,Teal,Milan Right Hand Corner Sofa - Teal,"The Milan right hand corner sofa combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","corner sofa,sofa,right,Milan",Riga-Corner-Background-1,MILAN spec sheet,Swatch 23 Kiera Teal-min,,£465.00,75%,£813.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Riga,,94,105,94,,Polyester,Duck Egg,Milan Right Hand Corner Sofa - Duck Egg,"The Milan right hand corner sofa combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","corner sofa,sofa,right,Milan",Riga-Corner-Background-1,MILAN spec sheet,Swatch 24 Kiera Duck Egg Blue-min,,£465.00,75%,£813.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Riga,,94,105,94,,Polyester,Silver,Milan Right Hand Corner Sofa - Silver,"The Milan right hand corner sofa combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","corner sofa,sofa,right,Milan",Riga-Corner-Background-1,MILAN spec sheet,Alan,,£465.00,75%,£813.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Riga,,94,105,94,,Polyester,Pewter,Milan Right Hand Corner Sofa - Pewter,"The Milan right hand corner sofa combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","corner sofa,sofa,left,Milan",Riga-Corner-Background-1,MILAN spec sheet,Alan,,£465.00,75%,£813.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Riga,,94,105,94,,Polyester,Lilac,Milan Left Hand Corner Sofa - Lilac,"The Milan left hand corner sofa combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","corner sofa,sofa,left,Milan",Riga-Corner-Background-1,MILAN spec sheet,Swatch 19 Kiera Lilac-min,,£465.00,75%,£813.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Riga,,94,105,94,,Polyester,Cream,Milan Left Hand Corner Sofa - Cream,"The Milan left hand corner sofa combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","corner sofa,sofa,left,Milan",Riga-Corner-Background-1,MILAN spec sheet,Swatch 20 Kiera Cream-min,,£465.00,75%,£813.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Riga,,94,105,94,,Polyester,Olive,Milan Left Hand Corner Sofa - Olive,"The Milan left hand corner sofa combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","corner sofa,sofa,left,Milan",Riga-Corner-Background-1,MILAN spec sheet,Swatch 21 Kiera Olive-min,,£465.00,75%,£813.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Riga,,94,105,94,,Polyester,Charcoal,Milan Left Hand Corner Sofa - Charcoal,"The Milan left hand corner sofa combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","corner sofa,sofa,left,Milan",Riga-Corner-Background-1,MILAN spec sheet,Swatch 22 Kiera Charcoal-min,,£465.00,75%,£813.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Riga,,94,105,94,,Polyester,Teal,Milan Left Hand Corner Sofa - Teal,"The Milan left hand corner sofa combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","corner sofa,sofa,left,Milan",Riga-Corner-Background-1,MILAN spec sheet,Swatch 23 Kiera Teal-min,,£465.00,75%,£813.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Riga,,94,105,94,,Polyester,Duck Egg,Milan Left Hand Corner Sofa - Duck Egg,"The Milan left hand corner sofa combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","corner sofa,sofa,left,Milan",Riga-Corner-Background-1,MILAN spec sheet,Swatch 24 Kiera Duck Egg Blue-min,,£465.00,75%,£813.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Riga,,94,105,94,,Polyester,Silver,Milan Left Hand Corner Sofa - Silver,"The Milan left hand corner sofa combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","corner sofa,sofa,left,Milan",Riga-Corner-Background-1,MILAN spec sheet,Alan,,£465.00,75%,£813.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Riga,,94,105,94,,Polyester,Pewter,Milan Left Hand Corner Sofa - Pewter,"The Milan foot stool combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","corner sofa,sofa,left,Milan",Riga-Corner-Background-1,MILAN spec sheet,Alan,,£465.00,75%,£813.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Riga,,43,63,66,,Polyester,Lilac,Milan Footstool - Lilac,"The Milan foot stool combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Milan",MILAN spec sheet,Swatch 19 Kiera Lilac-min,,,£65.00,75%,£113.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Riga,,43,63,66,,Polyester,Cream,Milan Footstool - Cream,"The Milan foot stool combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Milan",MILAN spec sheet,Swatch 20 Kiera Cream-min,,,£65.00,75%,£113.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Riga,,43,63,66,,Polyester,Olive,Milan Footstool - Olive,"The Milan foot stool combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Milan",MILAN spec sheet,Swatch 21 Kiera Olive-min,,,£65.00,75%,£113.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Riga,,43,63,66,,Polyester,Charcoal,Milan Footstool - Charcoal,"The Milan foot stool combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Milan",MILAN spec sheet,Swatch 22 Kiera Charcoal-min,,,£65.00,75%,£113.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Riga,,43,63,66,,Polyester,Teal,Milan Footstool - Teal,"The Milan foot stool combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Milan",MILAN spec sheet,Swatch 23 Kiera Teal-min,,,£65.00,75%,£113.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Riga,,43,63,66,,Polyester,Duck Egg,Milan Footstool - Duck Egg,"The Milan foot stool combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Milan",MILAN spec sheet,Swatch 24 Kiera Duck Egg Blue-min,,,£65.00,75%,£113.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Riga,,43,63,66,,Polyester,Silver,Milan Footstool - Silver,"The Milan foot stool combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Milan",MILAN spec sheet,Alan,,,£65.00,75%,£113.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Riga,,43,63,66,,Polyester,Pewter,Milan Footstool - Pewter,"The Milan foot stool combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Milan",MILAN spec sheet,Alan,,,£65.00,75%,£113.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Riga,,40,95,65,,Polyester,Lilac,Milan Designer Footstool - Lilac,"The Milan designer foot stool combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Milan",MILAN spec sheet,Swatch 19 Kiera Lilac-min,,,£95.00,75%,£166.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Riga,,40,95,65,,Polyester,Cream,Milan Designer Footstool - Cream,"The Milan designer foot stool combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Milan",MILAN spec sheet,Swatch 20 Kiera Cream-min,,,£95.00,75%,£166.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Riga,,40,95,65,,Polyester,Olive,Milan Designer Footstool - Olive,"The Milan designer foot stool combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Milan",MILAN spec sheet,Swatch 21 Kiera Olive-min,,,£95.00,75%,£166.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Riga,,40,95,65,,Polyester,Charcoal,Milan Designer Footstool - Charcoal,"The Milan designer foot stool combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Milan",MILAN spec sheet,Swatch 22 Kiera Charcoal-min,,,£95.00,75%,£166.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Riga,,40,95,65,,Polyester,Teal,Milan Designer Footstool - Teal,"The Milan designer foot stool combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Milan",MILAN spec sheet,Swatch 23 Kiera Teal-min,,,£95.00,75%,£166.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Riga,,40,95,65,,Polyester,Duck Egg,Milan Designer Footstool - Duck Egg,"The Milan designer foot stool combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Milan",MILAN spec sheet,Swatch 24 Kiera Duck Egg Blue-min,,,£95.00,75%,£166.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Riga,,40,95,65,,Polyester,Silver,Milan Designer Footstool - Silver,"The Milan designer foot stool combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Milan",MILAN spec sheet,Alan,,,£95.00,75%,£166.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Riga,,40,95,65,,Polyester,Pewter,Milan Designer Footstool - Pewter,"The Milan designer foot stool combines a timeless design with a sumptuous feel. 105cmW, 94cmD, 94cmH. Available in Lilac, Cream, Olive, Charcoal, Teal, Duck Egg, Silver and Pewter. Shown here in Mink. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Milan",MILAN spec sheet,Alan,,,£95.00,75%,£166.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
